Pos,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Round
DT,77,313,5.45,28.9,31,104.68,7.82,4.78,8
WR,72,184,4.52,34.0,11,117.0,6.82,4.12,8
TE,76,252,4.43,36.0,24,122.0,6.76,4.11,6
TE,76,260,5.06,26.5,13,109.0,7.4,4.69,8
QB,74,219,4.68,32.5,18,112.0,6.78,4.15,7
QB,75,203,4.65,37.0,17,113.0,7.1,4.4,8
CB,71,175,4.61,36.0,14,118.0,6.79,4.19,8
CB,70,188,4.52,36.0,15,117.0,6.81,4.07,6
CB,71,192,4.47,34.0,19,119.0,6.76,3.9,2
WR,73,225,4.48,35.5,21,124.0,6.59,3.98,7
RB,70,213,4.57,35.0,22,117.0,6.97,4.04,6
WR,76,215,4.36,39.5,14,133.0,6.88,4.48,2
OT,77,323,5.29,27.0,22,104.0,7.74,4.8,3
DT,75,301,4.78,27.5,24,106.0,7.32,4.47,4
S,71,210,4.61,33.0,21,120.0,6.97,4.15,8
FB,73,249,4.7,34.5,19,121.0,7.32,4.4,8
S,72,213,4.67,35.0,20,122.0,6.78,4.22,8
S,76,225,4.6,34.5,20,124.0,7.03,4.03,5
OLB,73,264,4.69,34.5,28,109.0,6.83,4.18,1
OLB,75,245,4.41,33.5,23,123.0,6.7,4.03,1
S,71,188,4.6,36.5,9,125.0,6.9,4.15,8
CB,70,191,4.48,34.5,19,118.0,6.97,4.03,5
WR,72,196,4.5,41.0,22,127.0,6.82,4.11,8
DE,77,284,4.85,28.0,25,105.0,7.38,4.41,5
RB,68,194,4.35,35.0,15,123.0,6.88,4.12,2
DE,77,265,4.96,30.0,21,114.0,7.36,4.34,8
QB,76,223,4.58,36.5,14,116.0,6.81,4.06,8
WR,72,190,4.37,38.5,12,124.0,6.87,4.15,1
CB,70,193,4.41,33.5,16,121.0,6.95,4.13,2
DE,75,268,4.75,35.0,23,105.0,7.2,4.38,7
ILB,73,241,4.6,37.0,23,124.0,7.34,4.37,4
CB,70,196,4.62,32.0,15,120.0,6.96,4.15,8
OG,75,313,5.12,31.5,22,108.0,7.87,4.53,8
OLB,72,239,4.71,36.0,16,113.0,7.32,4.38,8
CB,74,204,4.5,35.5,19,122.0,7.2,4.15,3
CB,69,197,4.56,31.5,20,116.0,7.14,4.18,8
C,75,303,5.35,30.5,29,105.0,7.95,4.74,4
DE,77,266,4.77,35.0,22,120.0,7.07,4.38,1
WR,75,230,4.51,33.0,14,109.0,7.13,4.32,8
WR,74,199,4.46,33.0,22,112.0,6.81,4.11,5
OT,78,320,5.57,27.5,13,95.0,8.03,5.12,7
CB,72,194,4.45,37.0,16,126.0,7.33,4.25,8
OLB,75,239,4.67,34.0,20,119.0,7.2,4.36,5
OT,79,306,4.96,27.0,30,107.33,7.33,4.65,1
WR,73,209,4.5,34.0,14,119.0,7.03,4.12,8
OG,76,307,5.39,25.0,21,101.0,7.77,4.58,5
ILB,71,239,4.44,39.5,24,127.0,7.29,4.19,2
ILB,75,242,4.58,38.0,27,123.0,6.92,4.12,1
DT,77,299,4.87,34.5,28,112.0,7.43,4.41,7
OG,75,315,5.23,29.0,30,104.0,7.87,4.91,8
OG,75,312,5.31,26.0,29,96.0,7.64,4.65,3
OLB,74,253,4.65,31.0,36,112.0,7.09,4.4,4
OLB,73,246,4.83,36.0,22,122.0,7.3,4.41,7
QB,76,229,4.86,29.5,19,108.0,7.52,4.45,6
OLB,74,254,4.85,33.0,23,117.0,7.36,4.28,8
ILB,72,244,4.74,32.5,19,109.0,7.31,4.4,8
QB,76,234,4.59,36.0,19,124.0,6.8,4.28,1
CB,72,206,4.71,31.5,17,111.0,7.0,4.23,8
OLB,74,237,4.71,32.5,22,114.0,7.18,4.43,5
OLB,73,242,4.72,30.5,28,108.0,7.05,4.09,5
RB,69,223,4.46,36.0,28,120.0,6.79,4.16,1
WR,71,188,4.42,39.5,13,122.0,6.85,4.13,4
DT,73,306,4.8,33.5,36,113.0,7.19,4.25,3
OLB,74,264,4.81,33.5,20,120.0,7.38,4.53,5
OT,78,316,5.18,27.5,22,103.0,7.7,4.95,4
WR,72,217,4.54,36.0,20,118.07,6.88,4.19,7
OT,78,308,5.4,25.5,17,97.0,7.69,4.66,6
OG,77,329,5.48,27.0,19,91.0,8.13,4.82,8
OLB,75,260,4.62,31.5,19,118.0,7.07,4.33,1
S,74,202,4.48,30.5,12,122.0,7.0,4.29,8
S,71,203,4.47,36.5,17,120.0,6.69,4.22,4
WR,75,216,4.48,37.0,18,122.0,7.15,4.07,6
ILB,73,245,4.82,30.0,26,110.0,7.26,4.28,7
DT,73,294,4.93,30.0,27,108.0,7.1,4.21,8
RB,68,211,4.5,35.0,23,118.0,7.14,4.32,8
DE,76,261,4.68,32.0,27,118.0,7.17,4.53,1
OG,79,321,5.16,28.0,32,100.0,7.72,4.78,5
S,71,202,4.56,37.0,19,127.0,6.93,4.22,6
DT,75,268,5.0,30.5,21,109.0,7.43,4.53,8
WR,69,180,4.36,43.5,19,126.0,6.82,4.05,8
QB,72,197,4.82,27.0,16,99.0,7.41,4.56,8
RB,70,219,4.63,35.5,16,117.0,7.01,4.19,6
OT,78,314,5.14,27.0,30,103.0,7.43,4.78,4
WR,76,209,4.46,33.5,10,115.0,6.93,4.23,8
OLB,75,238,4.63,33.5,21,116.49,7.27,4.31,8
OG,77,317,5.36,29.5,27,102.0,7.81,4.9,8
CB,72,197,4.61,33.0,14,124.0,7.09,4.23,5
OT,77,333,5.22,26.5,32,104.0,7.91,4.87,2
WR,72,196,4.36,40.5,19,129.0,6.85,4.11,8
WR,69,186,4.5,30.0,15,112.0,6.95,3.98,8
TE,75,246,4.79,32.0,21,110.0,7.18,4.4,7
RB,70,197,4.39,33.0,16,116.0,6.95,4.32,2
CB,72,194,4.52,33.0,14,116.0,6.9,4.17,8
DE,75,271,4.55,38.5,35,124.0,7.25,4.66,1
TE,75,243,4.69,36.0,18,121.0,7.19,4.38,8
RB,72,218,4.45,36.5,17,123.0,7.07,4.28,3
S,70,211,4.53,33.5,22,116.0,7.12,4.28,8
DT,75,346,4.89,29.5,44,105.0,7.9,4.56,1
RB,70,215,4.52,31.5,18,111.0,7.13,4.21,8
RB,70,205,4.48,34.0,24,118.0,7.36,4.19,8
WR,74,211,4.39,36.5,14,123.0,7.03,4.15,3
OT,78,303,5.26,28.5,22,100.0,7.49,4.67,7
DT,74,311,5.28,28.5,29,99.0,7.31,4.62,8
CB,72,203,4.42,33.0,17,121.0,6.84,4.16,8
CB,70,185,4.53,32.0,8,114.0,7.19,4.28,8
S,73,213,4.54,32.5,19,119.0,7.21,4.32,8
WR,75,220,4.5,34.0,15,119.0,7.1,4.23,2
RB,68,180,4.36,36.5,16,120.0,6.5,3.93,5
DT,77,293,5.0,34.0,28,111.0,7.49,4.84,7
WR,75,210,4.55,31.0,15,121.0,6.99,4.36,2
CB,70,188,4.58,36.5,14,124.0,6.9,4.2,8
OT,78,313,5.16,26.5,23,98.0,7.87,4.75,1
DT,76,299,4.82,34.5,36,113.0,7.43,4.53,2
S,74,216,4.43,38.5,22,128.0,7.01,4.44,8
DT,76,302,5.12,26.0,30,102.0,7.69,4.65,7
WR,75,227,4.54,35.5,19,113.0,7.1,4.15,8
S,70,195,4.46,35.0,15,125.0,6.96,4.15,8
CB,70,199,4.29,38.5,17,133.0,6.55,3.97,3
ILB,75,242,4.72,35.5,27,120.0,7.22,4.37,4
WR,67,184,4.61,37.0,19,115.0,6.94,4.23,8
FB,73,239,4.53,36.0,18,119.0,6.94,4.28,4
DT,75,275,5.0,30.5,32,108.0,7.31,4.62,8
OT,78,320,5.33,27.0,28,100.0,8.15,4.99,5
WR,73,211,4.62,36.0,19,126.0,6.88,4.22,3
C,74,304,5.28,22.0,26,90.0,8.19,4.99,8
OT,77,318,5.38,26.5,23,89.0,7.86,4.87,2
CB,71,189,4.33,37.0,15,122.0,6.6,4.06,4
DE,75,266,4.87,35.5,26,116.0,7.09,4.5,8
OG,76,311,5.33,31.5,28,107.0,7.95,4.87,2
S,74,213,4.54,34.0,19,122.0,6.63,4.12,1
DE,75,253,4.75,31.5,21,110.0,7.25,4.31,8
DE,75,262,4.88,35.0,34,124.0,7.17,4.25,7
OLB,71,231,4.66,33.5,12,119.0,7.46,4.28,3
CB,70,195,4.64,34.0,12,121.0,6.94,4.22,8
OT,77,312,4.94,35.5,19,114.0,7.52,4.78,3
WR,77,219,4.37,33.0,17,125.0,7.08,4.25,6
OLB,74,241,4.65,31.0,21,116.0,6.84,4.28,7
DT,77,298,4.97,36.0,21,113.0,7.4,4.41,7
DT,74,348,5.3,26.0,35,103.0,8.11,4.88,4
S,71,209,4.52,33.5,17,118.0,7.32,4.37,3
QB,75,220,4.77,36.0,14,121.0,7.17,4.28,8
S,70,206,4.57,35.5,20,123.0,7.01,4.25,8
S,71,198,4.68,33.0,14,122.0,6.96,4.19,4
DT,74,314,5.2,31.0,35,100.0,7.97,4.71,3
S,72,211,4.42,31.5,18,122.0,7.33,4.13,4
OG,76,324,5.44,23.0,16,85.0,7.92,4.8,6
OLB,72,237,4.84,31.5,18,111.0,7.25,4.37,6
OG,76,325,5.52,27.5,31,101.86,7.96,5.0,5
DT,74,289,5.38,24.0,30,92.0,8.07,4.87,8
RB,70,222,4.42,36.0,28,122.0,7.16,4.31,4
RB,71,219,4.7,30.5,19,110.0,7.13,4.29,8
DE,74,261,4.73,34.5,31,122.0,7.39,4.5,3
CB,70,192,4.52,34.5,18,116.0,6.87,4.0,7
OT,77,305,5.23,26.0,29,103.0,7.93,4.75,8
OG,75,320,5.14,25.0,28,101.0,8.22,4.87,6
OG,76,338,5.29,27.0,29,102.0,7.87,4.9,5
S,71,206,4.53,37.5,15,126.0,6.72,4.22,5
WR,72,208,4.63,35.0,14,119.0,6.84,4.13,7
OLB,73,233,4.62,37.0,21,124.0,7.14,4.37,5
OLB,76,249,4.73,33.5,25,117.0,7.11,4.31,4
RB,70,206,4.38,41.0,17,132.0,7.09,4.12,1
QB,71,204,4.53,34.0,17,118.0,6.97,4.09,3
DE,76,294,4.86,27.0,24,107.0,7.37,4.44,6
QB,75,225,5.06,31.5,19,101.0,7.14,4.37,8
DT,77,295,4.93,33.5,33,108.0,7.26,4.44,2
DT,74,308,5.0,28.5,26,107.0,7.6,4.56,2
WR,70,182,4.39,38.0,11,120.0,6.93,4.03,4
WR,70,196,4.49,38.5,16,121.0,6.93,4.18,1
WR,69,187,4.36,39.0,17,123.0,6.92,4.16,4
OG,76,314,5.32,29.0,32,101.0,7.77,4.61,1
OT,77,308,5.41,23.5,17,100.0,7.92,4.84,5
CB,70,188,4.39,40.0,17,132.0,6.89,4.23,2
CB,73,205,4.44,35.5,15,127.0,6.97,4.21,2
RB,68,224,4.6,32.0,17,119.0,7.15,4.12,8
DE,77,271,4.56,34.5,21,118.0,7.11,4.26,1
CB,71,196,4.63,35.0,12,118.0,6.74,4.07,7
OT,77,306,4.71,34.5,31,112.0,7.62,4.72,3
WR,68,174,4.34,32.0,14,120.0,6.84,4.01,1
OG,75,302,5.03,26.5,26,100.0,7.26,4.44,6
WR,70,193,4.52,34.5,11,117.0,6.81,4.09,3
OT,76,299,5.18,25.5,28,101.0,7.7,4.74,4
RB,70,214,4.66,32.0,15,118.0,6.88,4.4,2
CB,74,185,4.61,34.0,10,125.0,6.97,4.27,2
OG,75,305,5.25,27.5,29,99.0,8.09,4.77,8
RB,69,196,4.52,35.5,20,122.0,6.87,4.2,6
DT,78,369,5.3,22.0,25,97.0,8.26,4.96,8
ILB,73,246,4.91,32.5,22,117.0,7.3,4.41,7
DE,76,262,4.84,30.5,20,111.0,7.07,4.33,7
ILB,73,240,4.84,33.0,19,118.0,6.99,4.2,7
OT,77,323,5.2,29.5,19,109.0,7.77,4.57,8
RB,73,230,4.6,31.5,24,118.0,6.75,4.24,2
RB,68,202,4.53,33.5,19,122.0,6.91,4.12,2
FB,73,246,4.88,35.0,36,119.0,7.27,4.42,7
OG,78,329,5.27,22.5,22,98.0,7.85,4.96,7
WR,70,193,4.59,33.0,14,117.0,6.94,4.15,6
FB,71,238,5.0,32.0,25,109.0,7.28,4.44,8
OLB,73,245,4.59,32.5,22,118.0,6.99,4.24,2
WR,71,206,4.38,34.0,22,131.0,6.68,4.1,4
DT,75,310,5.14,26.5,32,104.0,7.16,4.64,5
QB,78,232,5.05,34.2,19,100.0,7.2,4.51,8
OT,77,310,5.2,28.0,26,100.0,7.43,4.7,8
DE,76,263,4.86,31.5,22,118.0,7.32,5.0,7
DE,77,255,4.78,33.0,22,113.0,6.91,4.44,7
RB,70,214,4.73,39.0,21,125.0,6.85,4.09,6
CB,69,186,4.58,33.0,17,116.0,6.92,4.25,8
QB,74,212,4.78,30.5,17,112.0,6.98,4.28,8
C,75,303,5.33,25.5,26,98.0,7.81,4.71,8
OT,79,316,5.21,28.5,24,108.0,7.81,4.7,8
OLB,75,250,4.64,41.5,19,139.0,7.1,4.32,2
CB,72,216,4.41,34.5,18,117.0,7.1,4.3,5
OG,74,311,5.07,27.0,35,108.0,7.78,4.84,1
TE,75,258,4.94,31.5,22,116.0,7.12,4.45,7
RB,71,227,4.37,33.5,31,121.0,6.96,4.38,3
WR,75,233,4.56,39.5,19,120.0,7.15,4.33,8
CB,71,186,4.51,35.5,16,127.0,6.52,4.02,3
DT,74,292,5.06,30.0,23,103.0,7.61,4.88,7
OT,79,317,5.25,24.0,21,98.0,7.91,4.77,8
DE,76,277,4.8,33.0,23,119.0,7.03,4.51,5
CB,69,189,4.56,36.0,14,124.0,6.94,4.18,3
TE,77,250,4.68,35.5,22,119.0,6.92,4.32,1
S,70,208,4.43,35.5,17,118.0,7.07,4.25,1
TE,77,249,4.76,30.5,24,111.0,7.08,4.47,2
TE,78,254,4.84,32.0,21,114.0,7.07,4.31,2
S,73,207,4.58,34.5,17,123.0,6.64,4.1,6
OT,79,306,5.05,28.5,27,116.0,7.59,4.44,1
DT,75,297,4.92,30.0,25,106.0,7.4,4.75,1
OG,77,318,5.54,23.5,25,102.0,8.11,5.06,8
RB,69,210,4.5,38.5,25,130.0,6.87,4.25,8
OT,80,308,5.14,30.0,33,113.0,7.62,4.68,7
RB,70,205,4.49,31.5,18,115.0,6.89,4.31,4
C,76,312,5.58,28.5,21,97.0,7.81,4.76,1
WR,74,204,4.43,31.5,12,120.0,6.94,4.2,6
TE,76,242,4.62,35.5,18,115.0,7.09,4.35,8
OT,78,334,5.24,23.0,28,101.69,7.9,5.24,8
DT,77,342,5.44,26.5,29,96.0,8.11,5.27,8
DE,78,281,4.96,28.5,23,110.0,7.2,4.59,4
OT,78,318,5.29,30.0,28,108.0,7.65,4.75,7
RB,71,208,4.55,30.5,15,119.0,7.12,4.4,5
QB,79,225,4.94,26.5,19,102.0,7.49,4.52,3
WR,76,205,4.5,36.0,10,123.0,6.9,4.39,8
OLB,73,234,4.47,34.0,27,131.0,6.71,4.18,3
DE,76,276,4.87,31.5,26,114.0,7.48,4.53,4
TE,75,244,4.5,37.5,18,125.0,7.08,4.51,7
RB,69,199,4.8,32.5,18,112.0,7.17,4.21,8
CB,71,201,4.47,38.0,22,125.0,6.7,4.15,3
QB,75,240,4.65,30.0,15,111.0,7.25,4.3,8
OLB,73,241,4.71,30.0,17,116.0,7.58,4.2,4
DT,73,306,5.31,27.5,22,97.0,7.79,4.81,8
WR,74,212,4.56,29.5,11,107.0,7.0,4.31,6
DT,75,320,5.31,26.0,27,104.0,7.59,4.61,2
RB,69,211,4.52,33.5,23,120.0,7.07,4.35,8
WR,73,229,4.55,35.5,20,116.0,6.89,4.39,4
RB,68,208,4.68,32.5,19,113.0,6.95,4.18,8
WR,75,231,4.46,38.5,17,129.0,6.99,4.33,8
OT,77,298,5.07,28.5,25,112.0,7.52,4.51,5
CB,72,195,4.44,35.5,13,116.0,6.91,4.17,5
ILB,74,240,4.68,32.0,21,124.0,7.4,4.55,7
OG,76,320,5.25,28.0,36,95.0,7.99,5.09,7
CB,74,198,4.62,29.0,16,112.0,7.26,4.33,8
DT,73,303,5.23,22.5,28,103.0,7.49,4.51,3
OLB,73,243,4.76,33.0,15,113.0,7.3,4.26,6
WR,73,214,4.57,36.0,15,115.0,7.04,4.5,1
DT,76,329,5.23,26.5,22,104.0,7.85,4.7,5
DE,80,277,4.62,34.5,38,121.0,7.07,4.51,2
WR,76,196,4.44,39.5,16,136.0,6.83,4.33,2
CB,72,197,4.56,33.0,12,121.0,6.78,4.2,5
OG,77,328,5.65,20.5,20,91.0,8.07,5.03,8
RB,70,223,4.53,35.0,28,115.0,7.19,4.62,6
RB,67,203,4.68,29.0,20,110.0,7.1,4.25,7
RB,70,213,4.68,31.0,15,117.0,6.97,4.44,8
OT,78,306,5.3,28.5,27,106.0,7.4,4.68,1
WR,69,179,4.6,32.0,6,109.0,6.85,4.53,8
CB,69,199,4.65,35.0,16,114.0,6.99,4.25,8
S,72,209,4.54,36.5,12,125.0,6.77,4.07,8
OT,78,303,4.72,34.0,28,118.0,7.31,4.52,1
OT,77,331,5.49,22.0,28,88.0,8.06,5.06,8
C,76,310,5.33,25.5,32,96.0,7.83,4.74,7
OG,77,313,5.37,23.0,17,92.0,8.12,4.74,8
DT,75,313,5.06,26.5,30,101.0,7.8,4.71,8
DT,74,302,5.33,29.2,30,104.5,7.34,4.44,6
DE,76,283,4.8,31.5,29,112.0,7.32,4.32,1
QB,76,225,5.11,31.0,19,115.0,7.12,4.3,4
OLB,78,248,4.54,32.5,21,122.0,7.02,4.35,1
TE,78,269,4.71,31.5,22,113.0,7.37,4.48,6
WR,77,216,4.67,33.5,9,115.0,7.11,4.44,8
WR,72,189,4.47,36.5,11,123.0,6.91,4.33,5
QB,77,226,4.78,29.0,19,111.0,7.17,4.4,8
DE,78,269,4.83,34.0,24,117.0,7.17,4.46,7
OG,76,317,5.13,22.5,23,105.0,7.72,4.65,4
WR,73,202,4.59,32.0,7,112.0,7.04,4.29,8
DE,75,255,4.6,33.0,27,119.0,7.14,4.4,3
FB,72,232,4.77,30.5,26,111.0,7.21,4.35,8
DT,74,309,5.08,25.0,30,104.0,7.53,4.67,3
OG,78,313,4.91,28.0,27,107.0,7.83,4.63,1
OLB,71,233,4.84,35.5,25,117.0,6.91,4.3,8
TE,75,258,4.94,30.5,21,112.0,7.15,4.35,8
C,75,310,5.2,25.0,25,98.0,7.6,4.83,8
OG,74,317,5.48,23.0,35,95.0,8.07,4.82,8
QB,77,237,4.65,34.0,20,118.0,7.08,4.21,1
CB,69,186,4.5,34.0,4,117.0,6.87,4.14,3
RB,69,209,4.54,34.6,20,117.36,7.21,4.43,8
CB,73,187,4.54,36.0,4,126.0,7.17,4.32,7
S,74,219,4.59,40.0,19,131.0,6.89,4.2,3
TE,76,267,4.69,33.5,31,119.0,7.08,4.53,2
S,72,215,4.51,34.5,19,122.0,7.07,4.44,8
CB,70,193,4.54,34.5,10,119.0,6.81,4.27,3
CB,71,193,4.4,33.5,14,119.0,6.71,4.18,5
WR,74,217,4.54,33.5,9,123.0,7.11,4.41,7
RB,70,220,4.54,43.0,27,125.0,6.69,4.02,2
S,72,203,4.62,36.5,17,123.0,6.97,4.27,8
OG,76,314,5.14,28.5,27,104.0,7.79,4.87,8
CB,72,201,4.37,36.0,16,122.0,6.95,4.32,1
OT,77,316,5.37,28.5,20,101.0,8.1,4.88,5
OLB,76,241,4.58,37.0,20,128.0,6.84,4.39,1
ILB,72,246,4.81,33.0,25,119.0,7.33,4.41,2
WR,71,204,4.74,36.0,26,120.0,6.53,3.96,8
DE,75,262,4.81,34.5,22,114.0,7.18,4.51,3
DE,76,250,4.95,35.5,12,122.0,7.26,4.4,3
OLB,73,245,4.65,38.0,29,127.0,7.49,4.31,3
S,74,213,4.75,35.5,11,126.0,6.75,4.16,7
QB,74,227,5.06,28.5,19,105.0,7.34,4.53,4
OLB,74,242,4.7,33.5,20,122.0,7.16,4.39,1
OT,76,306,4.95,30.5,32,97.0,7.71,4.56,6
TE,77,254,4.99,33.5,17,110.0,7.48,4.5,8
WR,72,204,4.53,33.0,8,118.0,6.91,4.01,4
OLB,73,229,4.75,35.0,22,119.0,7.17,4.33,4
ILB,74,239,4.87,33.0,17,118.0,7.28,4.47,8
OLB,74,249,4.64,37.0,28,122.0,6.98,4.4,7
CB,72,191,4.54,30.5,8,118.0,6.87,4.18,7
FB,71,227,4.7,30.0,17,114.0,7.28,4.55,8
OT,76,307,5.12,28.5,26,103.0,7.45,4.63,1
OT,77,302,5.08,29.5,25,112.0,7.49,4.45,6
S,73,213,4.53,40.5,17,134.0,6.99,4.22,1
CB,73,210,4.43,40.5,14,132.0,7.01,4.24,1
DT,74,294,5.02,32.0,30,116.0,7.67,4.63,1
TE,75,242,4.81,31.0,17,112.0,7.17,4.43,6
CB,67,169,4.53,37.5,10,127.0,6.74,4.09,8
WR,70,199,4.43,36.5,16,123.0,7.09,4.22,5
WR,74,217,4.5,39.5,10,132.0,6.71,4.06,8
RB,66,190,4.8,34.0,15,114.0,6.97,4.25,8
CB,71,191,4.56,32.5,14,116.0,6.69,4.06,3
WR,71,204,4.46,33.5,20,119.0,7.1,4.38,8
WR,67,173,4.58,32.0,7,117.0,6.81,4.37,4
C,75,314,4.99,26.5,31,108.0,7.31,4.74,4
QB,74,213,4.69,31.0,17,118.0,6.69,3.99,8
CB,74,202,4.51,34.0,9,128.0,6.92,4.19,5
TE,77,262,4.75,35.0,22,112.0,7.36,4.52,4
CB,72,192,4.36,35.5,14,124.0,6.9,4.21,2
DT,75,302,5.08,32.5,28,115.0,7.2,4.39,7
WR,76,225,4.51,34.5,19,120.0,7.03,4.07,8
QB,76,229,4.97,29.0,19,112.0,7.17,4.55,7
WR,73,204,4.48,33.5,15,119.0,6.72,4.07,8
DT,73,307,5.15,30.0,37,107.0,7.82,4.72,4
RB,68,216,4.55,33.0,27,122.0,6.7,4.17,5
S,72,221,4.69,30.5,21,111.0,7.06,4.3,7
C,75,302,5.43,24.0,27,92.0,7.9,4.96,8
S,73,202,4.64,36.0,17,122.0,6.68,4.34,8
ILB,76,242,4.68,31.0,19,118.0,7.44,4.53,8
WR,72,194,4.38,33.5,16,124.0,6.9,4.35,5
TE,75,252,4.65,34.5,18,116.0,7.12,4.27,8
CB,70,186,4.56,33.0,15,122.0,6.89,4.15,8
S,70,208,4.67,37.0,17,124.0,6.7,4.11,2
CB,71,189,4.42,37.0,11,124.0,6.89,4.15,8
WR,72,205,4.34,37.0,16,125.0,6.76,4.25,6
ILB,73,237,5.01,30.5,19,115.0,7.21,4.39,8
DE,79,266,4.72,35.0,14,128.0,6.89,4.3,4
CB,71,192,4.39,35.0,22,127.0,6.82,4.06,2
RB,69,214,4.76,30.0,17,110.0,7.13,4.5,5
ILB,73,241,4.82,33.0,20,113.0,7.13,4.27,2
OLB,75,244,4.91,32.0,18,113.0,7.17,4.31,8
S,72,208,4.65,35.0,14,122.0,7.02,4.23,4
S,69,213,4.42,40.5,28,133.0,7.13,4.26,4
WR,73,193,4.54,33.5,8,121.0,6.88,4.21,8
OG,75,320,5.11,28.2,27,102.04,7.45,4.63,3
TE,80,260,4.86,31.0,17,113.0,7.09,4.57,4
OG,76,307,5.09,29.5,29,109.0,7.48,4.69,4
CB,72,190,4.38,37.5,16,125.0,6.87,3.85,1
RB,72,221,4.55,35.5,17,118.0,7.12,4.3,8
S,72,214,4.63,38.0,15,121.0,6.78,4.06,1
QB,75,226,4.92,32.0,19,116.0,6.95,4.52,8
WR,72,196,4.68,32.5,16,125.0,6.93,4.22,8
OT,78,308,5.17,31.5,20,101.0,7.94,4.91,5
OG,75,332,5.58,22.5,28,96.0,7.78,5.1,3
DE,76,265,4.55,39.0,36,128.0,7.39,4.47,6
OG,75,300,5.06,30.0,24,107.0,7.77,5.0,4
OT,77,310,5.29,24.5,26,103.0,8.31,5.01,2
OT,76,313,5.44,21.0,23,94.0,8.23,5.07,8
CB,70,184,4.51,40.5,14,132.0,6.82,3.84,4
CB,70,195,4.41,35.0,14,125.0,6.96,4.19,3
DE,75,266,4.83,31.0,25,111.0,7.3,4.4,1
OT,79,315,5.46,25.0,22,105.0,7.9,4.81,8
WR,71,189,4.45,37.0,20,120.0,6.8,4.02,3
S,72,213,4.57,35.0,17,124.0,7.02,4.09,3
OLB,75,241,4.88,35.0,24,113.0,6.99,4.44,8
DT,73,335,5.37,29.5,38,102.0,8.09,4.91,3
S,71,203,4.48,37.5,13,126.0,7.0,4.0,4
RB,68,195,4.48,35.0,17,118.0,7.15,4.15,7
DT,76,309,4.94,33.0,28,111.0,7.55,4.65,7
S,72,213,4.46,36.0,25,120.0,7.01,4.25,3
CB,69,181,4.42,40.5,12,128.0,6.89,4.1,5
DT,75,313,5.03,26.5,27,102.0,7.93,4.8,1
WR,74,208,4.52,32.5,11,119.0,7.01,4.32,3
DE,75,260,4.92,33.0,25,112.0,7.37,4.46,6
OLB,73,241,4.57,38.0,30,124.0,7.26,4.38,4
WR,75,194,4.51,34.5,7,122.0,6.65,4.33,7
QB,74,215,4.95,28.5,18,112.0,7.22,4.39,4
RB,70,218,4.75,34.5,22,119.0,7.15,4.3,8
S,71,209,4.44,39.0,17,134.0,7.05,4.07,5
RB,71,213,4.56,37.5,16,124.0,7.08,4.27,8
WR,72,201,4.51,33.5,14,117.0,7.15,4.47,2
CB,71,210,4.53,33.5,17,117.0,6.95,4.18,6
ILB,72,235,4.78,31.5,21,111.0,7.41,4.51,8
CB,73,195,4.53,36.0,14,128.0,6.97,4.12,3
WR,73,195,4.5,30.5,4,117.0,6.8,4.08,5
WR,73,212,4.56,39.5,14,123.0,6.82,4.3,2
S,73,220,4.5,38.0,18,123.0,7.05,4.51,4
CB,69,187,4.61,35.5,13,117.0,6.92,4.15,5
TE,77,265,4.74,33.0,28,118.0,7.42,4.3,2
RB,70,225,4.82,29.5,20,106.0,7.24,4.49,8
WR,68,173,4.26,38.0,20,122.0,6.86,4.06,3
RB,73,218,4.48,38.0,19,121.0,7.07,4.46,8
S,72,201,4.66,34.0,16,113.0,6.97,4.15,8
OLB,77,255,4.66,34.5,15,119.0,6.82,4.19,1
ILB,73,237,4.64,35.0,22,123.0,7.24,4.35,5
WR,77,240,4.61,32.5,13,119.0,7.33,4.39,1
CB,71,195,4.59,40.5,10,122.0,6.94,4.38,5
S,70,193,4.71,35.5,15,117.0,7.08,4.22,5
RB,69,212,4.67,29.0,24,106.0,7.12,4.28,8
OG,76,302,4.92,32.0,22,114.0,7.37,4.44,2
RB,74,223,4.63,32.0,13,121.0,7.15,4.5,6
OG,75,310,5.18,29.0,42,109.0,8.26,4.66,4
OG,76,298,5.3,25.0,21,101.0,7.44,4.61,8
ILB,71,248,4.83,31.0,27,114.0,7.18,4.27,3
QB,77,232,4.93,32.5,19,115.0,7.08,4.21,1
S,72,204,4.58,35.0,18,116.0,7.04,4.31,4
QB,73,222,4.84,30.5,18,106.0,7.33,4.23,6
OLB,73,250,4.76,37.5,23,122.0,7.25,4.3,4
CB,71,197,4.62,34.5,11,123.0,7.04,4.33,4
QB,74,214,4.59,30.0,18,113.0,7.17,4.2,1
OT,78,325,5.19,27.5,23,100.0,8.14,4.69,2
DT,75,306,5.06,33.5,26,106.0,7.92,4.78,3
S,71,198,4.42,38.0,10,119.0,7.35,4.19,3
OLB,72,238,5.03,31.0,16,108.0,7.77,4.56,8
WR,70,179,4.34,36.5,14,119.0,6.91,4.12,3
WR,71,178,4.51,33.0,14,116.0,7.16,4.22,8
ILB,73,251,4.86,33.0,23,116.0,6.98,4.26,3
WR,76,211,4.42,39.0,16,124.0,7.18,4.15,4
S,73,211,4.49,36.5,19,125.0,6.96,4.26,1
ILB,75,249,4.78,31.0,30,112.0,7.22,4.3,8
