Pos,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Round
CB,71,193,4.39,37.5,15,125.0,6.5,4.07,1
TE,76,248,4.84,28.5,15,106.0,7.05,4.68,8
DT,76,300,5.04,30.5,24,108.0,7.63,4.79,1
TE,77,261,4.8,32.0,21,112.0,7.33,4.4,7
ILB,74,243,4.59,33.0,23,107.0,7.25,4.29,2
C,74,302,5.35,24.5,29,96.0,8.0,4.8,4
OLB,72,230,4.6,32.0,26,107.0,7.19,4.52,8
OT,76,305,5.09,25.5,22,100.0,7.78,4.52,3
OT,78,302,5.11,28.5,20,109.0,7.6,4.87,3
RB,71,230,4.4,36.0,26,127.0,6.96,4.14,2
OLB,73,254,4.75,29.5,23,115.0,7.06,4.43,8
WR,71,186,4.48,36.5,15,122.0,6.62,4.32,3
WR,72,204,4.32,37.0,17,123.0,7.02,4.22,3
OT,77,308,5.29,27.0,28,106.0,7.45,4.65,6
WR,72,191,4.45,35.5,15,120.0,7.12,4.4,7
CB,70,185,4.32,36.0,27,122.0,6.94,4.12,2
CB,70,190,4.56,28.5,16,114.0,7.28,4.43,3
RB,69,245,4.77,30.0,25,103.0,7.1,4.42,7
RB,71,203,4.45,38.0,17,123.0,7.0,4.17,2
CB,70,190,4.44,29.5,11,111.0,7.18,4.3,6
DE,75,278,4.92,33.0,18,110.0,7.52,4.54,8
RB,70,210,4.54,37.0,21,122.0,7.0,4.14,2
S,72,200,4.52,32.5,12,121.0,6.89,4.28,4
DT,72,305,5.05,30.0,33,102.56,7.65,4.56,7
WR,72,193,4.52,39.0,14,126.0,7.09,4.39,8
OLB,72,232,4.59,38.0,19,116.0,7.21,4.07,8
DT,75,310,5.15,29.0,28,108.0,7.47,4.49,5
DE,74,270,4.84,34.0,33,118.0,7.5,4.51,3
S,75,205,4.62,33.0,15,114.0,7.04,4.32,7
OG,77,309,5.46,25.5,28,98.0,7.8,4.88,8
WR,75,210,4.5,34.0,17,129.0,7.03,4.31,3
WR,73,207,4.54,34.0,22,119.0,7.06,4.2,3
WR,71,202,4.42,39.0,16,121.0,7.05,4.28,8
C,75,299,4.96,26.0,34,104.0,7.5,4.34,2
OT,77,298,5.08,32.0,20,106.0,7.44,4.47,6
QB,75,218,4.85,32.5,18,112.0,6.94,4.44,2
QB,75,234,5.37,25.0,19,91.0,7.77,4.64,8
ILB,74,237,4.78,34.0,19,109.0,7.27,4.45,8
QB,72,209,4.74,32.5,17,113.0,7.03,4.41,8
RB,73,226,4.52,34.5,28,122.0,6.88,4.22,2
CB,70,204,4.54,34.0,14,119.0,7.13,4.23,8
C,75,303,5.46,27.5,34,104.0,8.1,4.84,8
RB,71,215,4.46,35.5,20,125.0,7.05,4.55,1
OT,79,309,5.08,30.5,26,100.0,7.68,4.54,3
WR,72,190,4.4,39.5,15,129.0,6.94,4.08,8
DT,76,286,4.98,28.0,27,108.0,7.79,4.46,4
CB,69,185,4.57,34.5,14,122.0,6.96,4.32,7
DT,74,277,4.81,31.0,27,108.0,7.1,4.12,2
CB,73,203,4.39,36.0,17,129.0,6.61,4.17,3
FB,72,256,4.75,29.5,14,113.0,7.14,4.47,4
WR,70,205,4.52,33.5,19,114.0,7.13,4.35,8
CB,71,181,4.58,33.0,17,118.0,7.44,4.76,5
WR,73,211,4.53,34.0,17,118.0,6.84,4.16,8
WR,74,214,4.39,37.5,18,121.0,6.97,4.31,1
DT,73,309,5.15,24.0,24,106.0,7.94,4.65,3
S,71,195,4.47,35.0,11,111.0,7.06,4.33,1
TE,76,256,4.87,34.0,21,115.0,7.01,4.42,2
TE,76,252,4.79,34.0,19,117.0,7.35,4.49,4
ILB,75,249,4.87,32.0,22,108.0,7.29,4.25,7
WR,74,217,4.54,32.0,18,110.0,6.87,4.35,8
DE,77,274,4.92,34.0,26,118.0,7.19,4.35,4
C,75,299,5.32,28.0,27,105.0,7.48,4.53,6
DE,77,261,4.82,32.0,17,115.0,7.38,4.53,3
RB,69,231,4.75,31.0,16,107.0,7.28,4.56,8
DE,78,250,4.7,30.5,16,120.0,7.22,4.39,1
C,75,293,5.35,25.5,28,101.0,7.98,4.84,8
WR,74,225,4.41,40.0,19,119.0,7.11,4.3,5
S,71,207,4.83,32.5,17,111.0,7.29,4.53,8
TE,79,257,4.89,31.0,20,109.0,7.35,4.57,8
OLB,73,232,4.64,33.5,29,110.0,7.29,4.45,4
S,71,220,4.52,36.5,23,118.0,7.1,4.34,7
DT,74,302,5.07,30.0,29,111.0,7.46,4.66,1
ILB,71,232,4.7,35.5,20,121.0,7.12,4.43,3
OLB,69,227,4.77,34.5,24,118.0,7.33,4.34,8
TE,78,254,4.51,35.5,23,114.0,7.04,4.48,1
OT,77,308,5.2,26.5,20,105.0,7.62,4.67,8
QB,73,215,4.83,31.5,18,112.0,7.05,4.36,8
QB,78,231,4.98,30.5,19,104.0,7.32,4.58,6
S,72,201,4.59,33.0,15,120.89,7.31,4.72,8
TE,75,252,4.74,34.5,21,111.0,7.21,4.31,7
DT,74,285,5.1,32.5,21,118.0,7.47,4.43,8
S,72,220,4.6,35.0,20,106.0,7.0,4.3,5
S,73,210,4.8,32.5,21,110.0,7.49,4.24,8
RB,73,217,4.4,38.5,18,127.0,7.09,4.4,1
ILB,73,243,4.84,30.5,23,106.0,7.01,4.48,8
QB,74,208,4.79,34.0,17,112.0,7.35,4.49,8
S,75,224,4.47,34.5,19,122.0,6.84,3.9,2
RB,71,207,4.4,35.5,16,123.0,6.84,4.16,4
OLB,74,238,4.7,37.0,22,116.0,6.94,4.2,2
TE,76,250,5.07,25.5,15,101.0,7.31,4.41,8
WR,74,201,4.58,36.5,16,125.0,6.99,4.19,8
WR,75,200,4.51,39.5,16,119.0,7.09,4.34,2
DE,78,279,5.0,33.0,20,112.0,7.5,4.54,5
FB,73,255,4.71,33.0,21,116.0,7.23,4.43,8
WR,74,199,4.38,39.0,19,127.0,6.83,4.28,3
WR,69,179,4.47,35.0,14,123.0,6.71,4.21,4
DE,75,259,4.67,40.5,27,121.0,6.89,4.26,4
TE,75,244,4.78,36.0,20,115.0,6.96,4.47,5
CB,72,193,4.44,34.0,17,118.0,6.67,4.15,1
QB,77,226,4.91,29.5,19,114.0,7.16,4.42,5
RB,70,229,4.77,31.5,9,113.0,7.24,4.54,8
DT,75,310,5.12,26.5,25,102.0,7.49,4.69,5
OG,75,301,5.13,29.0,23,102.0,7.47,4.74,7
OLB,77,235,4.71,33.5,20,111.0,6.85,4.13,5
C,75,300,5.24,33.0,25,101.0,7.47,4.29,2
FB,74,247,4.74,37.5,27,122.0,7.0,4.27,7
CB,73,179,4.39,40.0,10,127.0,6.76,4.09,8
OT,77,322,5.3,24.5,28,102.0,8.35,5.05,6
OLB,73,236,4.51,36.5,26,116.0,7.01,4.12,5
ILB,74,241,4.62,30.5,20,109.0,7.34,4.38,7
OLB,74,225,4.55,34.5,15,123.0,7.22,4.42,8
WR,74,209,4.35,36.5,18,121.0,6.92,4.39,3
ILB,74,240,4.8,32.0,26,110.0,7.19,4.42,7
RB,71,220,4.5,38.0,18,114.0,7.22,4.34,5
WR,72,197,4.44,38.0,16,120.0,6.68,4.19,2
FB,71,230,4.79,30.0,19,111.0,7.06,4.37,7
DT,76,344,5.1,29.5,29,103.0,7.66,4.69,4
DE,75,261,4.7,32.5,30,112.0,7.14,4.43,1
QB,75,226,4.75,30.5,19,108.0,6.77,4.41,2
C,75,297,5.2,29.5,21,99.0,7.62,4.57,8
OG,75,306,5.4,28.5,34,101.0,7.72,4.81,5
QB,74,207,5.08,27.0,17,104.0,7.29,4.6,8
S,75,218,4.58,39.0,13,132.0,7.13,4.44,6
WR,71,197,4.56,35.0,16,120.0,6.91,4.14,7
OG,77,319,5.86,24.5,22,91.0,8.7,5.01,8
QB,76,237,5.12,28.5,20,107.0,7.25,4.76,8
OT,76,296,5.19,27.0,26,100.0,7.78,4.64,8
RB,70,195,4.5,34.0,16,125.0,6.98,4.23,8
QB,74,216,5.06,30.5,18,110.0,7.39,4.6,8
WR,74,204,4.5,36.0,17,122.0,7.22,4.28,6
OLB,72,236,4.92,32.0,26,108.0,7.17,4.36,8
OT,79,311,4.92,33.0,28,110.0,7.95,4.88,1
WR,76,216,4.62,33.5,18,127.0,6.81,4.11,8
OLB,73,234,4.66,35.0,25,123.0,6.89,4.32,1
WR,78,216,4.57,36.5,13,118.0,7.09,4.34,8
OT,77,301,5.06,32.5,32,117.0,7.66,4.64,2
TE,76,252,4.9,33.5,16,108.0,7.23,4.58,8
OT,79,327,5.38,26.0,24,94.0,7.95,5.14,8
CB,70,195,4.36,40.5,16,126.0,7.07,4.4,3
RB,70,206,4.55,40.5,19,123.0,7.18,4.39,8
ILB,75,245,4.85,29.5,16,115.0,7.25,4.39,8
S,71,203,4.48,33.5,11,113.0,6.78,4.12,2
S,73,222,4.48,38.5,22,129.0,6.96,4.16,6
CB,71,196,4.68,32.5,13,108.0,6.94,4.19,8
WR,71,184,4.42,32.5,15,123.0,6.99,4.29,7
WR,73,205,4.45,38.5,17,125.0,7.03,4.24,3
ILB,73,242,4.51,39.0,22,119.0,7.23,4.46,1
OT,76,327,5.43,27.0,28,103.0,8.33,5.0,8
CB,73,195,4.62,37.5,16,127.0,6.81,4.2,7
CB,69,189,4.39,36.5,20,120.0,7.07,4.43,2
RB,67,186,4.39,35.5,22,116.0,6.69,4.08,3
WR,72,208,4.58,36.5,17,120.0,6.89,4.34,8
DE,74,242,4.9,31.0,24,111.0,7.2,4.46,7
RB,71,228,4.66,34.0,14,115.0,7.23,4.43,4
CB,71,192,4.36,36.5,16,123.0,6.93,4.23,2
OG,75,317,5.4,28.4,27,92.0,8.34,4.92,4
DE,76,274,4.7,36.5,26,108.0,7.06,4.4,7
QB,74,219,4.56,35.5,18,111.0,6.78,4.08,8
S,72,204,4.63,32.5,16,115.0,7.07,4.22,8
S,74,212,4.59,34.0,17,121.0,6.9,4.49,8
OLB,74,232,4.69,30.0,19,110.0,7.17,4.47,4
QB,77,225,4.98,21.5,19,108.0,7.51,4.6,5
OG,78,309,5.17,26.0,23,111.0,7.97,4.78,1
RB,69,170,4.36,30.5,14,134.0,6.88,4.08,8
WR,70,183,4.58,27.5,13,103.0,6.81,4.25,8
OLB,75,253,4.51,32.5,27,117.0,6.9,4.51,3
DT,76,308,5.29,29.0,33,103.0,7.65,4.82,1
S,72,210,4.68,34.0,23,117.0,7.08,4.34,6
TE,78,243,4.61,31.0,22,117.0,6.92,4.23,5
S,74,223,4.34,31.5,17,121.0,7.07,4.27,7
OT,77,303,5.18,26.5,9,109.0,7.65,4.65,7
WR,71,209,4.48,26.0,15,110.0,7.15,4.22,3
TE,78,259,4.68,34.0,18,118.0,7.64,4.53,2
RB,68,204,4.81,29.5,17,112.0,7.22,4.73,8
WR,70,194,4.64,31.5,12,118.0,6.97,4.27,8
OLB,75,246,4.85,31.5,29,112.0,7.08,4.56,5
TE,77,248,4.98,27.0,21,113.0,7.14,4.28,8
OG,75,323,5.28,23.5,28,103.0,8.44,5.33,8
WR,77,214,4.65,31.5,18,118.0,6.92,4.23,8
S,71,196,4.61,31.0,17,113.0,7.21,4.43,8
QB,74,218,4.82,22.5,18,99.0,7.05,4.58,8
OLB,73,223,4.79,34.0,15,119.0,7.21,4.3,5
CB,72,197,4.39,30.5,18,122.0,7.1,4.21,5
RB,72,213,4.52,33.5,25,118.0,6.97,4.24,7
WR,73,211,4.69,36.5,19,120.0,7.12,4.47,8
CB,71,204,4.31,34.0,19,120.0,7.01,4.4,4
WR,72,160,4.41,30.5,13,115.0,6.97,4.01,8
QB,74,211,4.96,28.0,17,112.0,7.22,4.19,7
QB,75,230,4.81,30.0,19,115.0,7.13,4.55,2
WR,74,202,4.49,30.0,13,120.0,7.18,4.38,8
OT,76,315,5.07,27.5,24,105.0,7.58,4.52,1
RB,68,204,4.51,36.0,25,128.0,7.17,4.25,6
WR,70,174,4.49,36.9,14,119.0,6.88,4.24,8
DT,76,318,5.0,28.0,20,111.0,7.75,4.64,4
WR,72,201,4.44,38.5,10,125.0,6.77,4.2,4
WR,72,204,4.35,33.0,17,124.0,6.75,4.11,3
DE,80,290,5.04,29.5,16,111.0,7.45,4.69,2
TE,77,251,4.88,30.5,20,113.0,7.12,4.28,2
CB,72,191,4.45,35.5,20,128.0,6.88,4.08,1
S,72,195,4.63,31.5,16,119.0,7.07,4.36,8
FB,72,254,4.69,33.0,16,109.0,7.4,4.72,8
RB,71,200,4.38,30.5,16,122.0,6.8,4.22,3
OT,78,314,5.14,23.0,24,102.0,7.6,4.82,1
RB,70,215,4.48,34.0,20,119.0,6.88,4.28,4
OT,77,315,5.28,23.0,23,106.0,7.47,4.68,7
OT,76,305,5.3,21.0,25,95.0,8.38,5.03,8
DE,74,249,5.15,25.5,20,107.0,7.61,4.73,8
OT,77,317,5.54,22.5,26,97.0,7.71,4.87,4
OT,76,308,5.11,24.5,23,107.0,7.9,4.8,3
OLB,77,245,4.61,28.0,29,111.0,7.29,4.55,3
OLB,76,252,5.07,30.5,21,118.0,7.28,4.41,7
OLB,75,252,4.78,29.0,19,109.0,7.34,4.47,3
TE,78,262,4.59,28.0,22,118.0,7.25,4.38,5
S,73,207,4.5,35.5,17,122.0,6.85,4.27,3
S,72,206,4.39,31.5,16,110.0,7.0,4.23,4
DE,76,292,5.2,26.0,21,111.0,7.58,4.67,8
OLB,72,229,4.71,30.5,19,118.0,7.01,4.35,2
DT,76,296,5.38,25.0,25,99.0,7.62,4.75,7
WR,71,176,4.51,31.0,14,120.0,6.57,4.12,3
OT,77,327,5.58,24.5,27,101.0,8.36,5.18,8
ILB,72,231,4.79,27.0,19,112.0,7.21,4.34,8
DE,76,263,4.71,27.0,22,109.0,7.64,4.65,3
DT,72,309,5.26,26.5,34,105.0,7.78,4.73,1
OG,76,315,5.51,23.0,22,98.0,8.08,4.84,8
FB,72,241,4.68,32.5,30,110.0,7.2,4.46,5
TE,75,251,4.83,29.0,24,115.0,6.8,4.19,4
TE,76,243,4.82,27.5,20,117.0,7.15,4.38,3
QB,78,236,4.84,28.5,20,110.0,6.82,4.27,1
CB,70,189,4.55,30.0,14,117.0,6.91,4.16,2
QB,74,231,4.79,28.0,19,109.0,7.21,4.34,7
CB,69,171,4.4,34.0,18,128.0,7.29,4.26,7
RB,68,194,4.62,26.5,26,112.0,6.96,4.2,7
RB,73,217,4.44,33.0,23,118.0,6.84,4.23,2
WR,72,210,4.42,36.5,20,125.0,6.9,4.19,6
OLB,74,248,4.72,28.5,22,111.0,6.9,4.22,8
DE,74,256,4.96,28.0,29,105.0,7.28,4.49,8
DE,75,266,4.65,35.5,37,125.0,7.12,4.4,1
OT,79,303,5.2,22.5,23,108.0,7.56,4.63,5
OG,75,305,5.27,27.0,31,110.0,7.21,4.64,6
CB,72,207,4.43,32.5,14,121.0,7.28,4.4,3
ILB,74,245,4.63,31.5,28,118.0,6.86,4.26,5
ILB,73,234,4.62,35.0,22,118.0,7.21,4.35,3
CB,70,186,4.37,30.5,14,116.0,7.08,4.1,8
OLB,73,235,4.76,31.5,20,113.0,6.77,4.22,7
OT,77,305,5.29,26.0,30,108.0,8.03,4.82,3
RB,71,219,4.6,30.5,24,114.0,7.13,4.29,8
WR,70,187,4.53,27.5,17,118.0,6.91,4.16,8
S,70,201,4.69,31.5,13,119.0,7.09,4.32,8
OLB,75,259,4.53,29.5,30,120.0,7.31,4.42,2
OLB,74,245,4.47,36.5,15,126.0,7.07,4.42,8
OT,78,314,5.27,26.0,25,100.0,7.69,4.75,4
WR,77,217,4.45,31.5,18,125.0,6.84,4.2,2
WR,75,213,4.56,28.5,17,120.0,7.03,4.43,7
RB,69,206,4.69,28.0,23,110.0,7.07,4.25,6
DE,77,271,4.84,28.5,31,113.0,7.27,4.36,1
DT,76,291,5.14,27.0,34,108.0,7.55,4.54,6
OLB,73,226,4.64,26.5,22,116.0,7.22,4.48,6
TE,80,259,4.87,30.5,17,123.0,6.92,4.42,8
S,68,190,4.52,29.0,14,117.0,7.1,4.44,8
OLB,75,244,4.73,31.0,23,113.0,7.16,4.5,8
QB,75,230,4.92,25.5,19,106.0,7.17,4.4,2
WR,76,207,4.55,31.5,17,126.0,7.08,4.3,6
FB,71,226,4.61,27.5,23,111.0,6.85,4.24,3
OLB,72,230,4.95,26.5,19,112.0,7.4,4.29,8
FB,71,231,4.68,32.0,19,122.0,7.01,4.2,6
FB,73,240,4.64,30.5,26,117.0,7.15,4.38,7
DE,76,263,4.84,32.5,22,121.0,7.33,4.47,8
S,72,212,4.54,28.5,14,109.0,7.34,4.35,7
WR,75,221,4.49,29.5,15,126.0,7.05,4.27,6
OLB,74,244,4.82,31.0,20,119.0,7.07,4.25,6
DE,76,274,4.91,29.0,26,109.0,7.62,4.75,4
CB,72,192,4.52,36.0,13,125.0,6.96,4.15,3
WR,69,182,4.33,29.5,15,122.0,6.81,4.38,2
DE,76,271,4.82,31.0,31,108.0,7.08,4.4,1
WR,69,187,4.52,26.5,13,115.0,7.33,4.37,8
CB,70,197,4.38,34.0,18,117.0,7.21,4.4,1
WR,74,210,4.46,32.5,17,121.0,7.07,4.26,8
WR,71,177,4.5,32.0,14,118.0,6.75,4.18,6
QB,75,213,4.53,33.5,17,110.0,7.56,4.42,5
S,72,207,4.41,32.0,27,127.0,7.01,4.23,2
RB,70,207,4.44,33.5,17,124.0,6.9,4.19,1
DE,77,273,4.76,25.5,18,123.0,7.29,4.32,2
C,75,293,5.24,21.0,23,98.0,7.4,4.58,6
TE,75,271,5.06,26.5,23,107.0,7.42,4.66,8
OLB,74,239,4.58,34.0,29,126.0,6.7,3.98,4
OLB,74,242,4.67,34.0,26,119.0,6.88,4.23,4
QB,76,241,4.99,24.0,20,107.0,7.07,4.35,8
TE,74,242,4.53,38.0,26,131.0,6.88,4.14,1
S,73,205,4.59,30.5,15,112.0,7.25,4.41,8
CB,71,192,4.31,34.0,14,127.0,7.14,4.31,4
DE,77,287,4.95,27.0,24,114.0,7.72,4.69,3
ILB,74,238,4.85,28.5,27,113.0,7.68,4.55,6
DT,73,304,5.09,30.5,35,103.0,7.37,4.49,2
CB,72,200,4.41,31.0,15,120.0,7.07,4.3,2
C,74,298,5.25,23.0,25,104.0,7.6,4.56,4
ILB,72,246,4.79,24.5,23,105.0,7.69,4.56,2
DE,75,272,4.75,34.0,23,124.0,7.02,4.21,1
OT,79,313,5.22,27.5,37,102.0,7.44,4.73,1
CB,71,201,4.54,33.5,16,116.0,7.31,4.38,4
RB,71,226,4.68,28.0,22,111.0,7.19,4.33,8
WR,72,181,4.59,32.0,16,117.0,7.34,4.27,3
DE,75,290,5.05,24.5,26,112.0,7.61,4.7,8
ILB,73,242,4.54,32.0,20,114.0,7.31,4.29,1
WR,73,205,4.61,29.0,17,112.0,7.12,4.48,8
ILB,73,249,4.74,26.0,24,110.0,7.12,4.31,8
DT,72,293,5.47,21.5,23,97.0,7.5,4.73,8
OG,76,311,5.38,23.0,30,101.0,7.58,4.72,4
CB,70,190,4.38,33.5,17,121.0,7.06,4.1,1
CB,69,188,4.53,29.5,11,109.0,6.93,4.16,8
RB,70,225,4.41,33.5,26,117.0,7.2,4.18,1
ILB,73,234,4.58,32.5,23,123.0,6.75,4.21,8
CB,73,198,4.39,37.5,23,129.0,6.85,4.14,3
WR,76,222,4.56,34.5,9,119.0,7.08,4.3,7
DT,76,305,4.84,28.0,31,105.0,7.73,4.55,4
TE,78,233,4.74,27.0,16,110.0,7.08,4.43,8
WR,71,195,4.47,28.0,16,120.0,7.09,4.3,5
QB,76,231,5.07,26.5,16,108.0,7.43,4.6,8
S,72,205,4.5,33.0,21,119.0,7.12,4.41,3
QB,75,223,4.68,24.5,18,109.0,7.07,4.28,8
OG,76,320,5.38,21.5,29,100.0,7.74,4.89,4
WR,75,217,4.51,31.0,18,123.0,7.03,4.35,2
OT,77,341,5.22,25.5,31,109.0,7.91,4.68,5
QB,77,225,4.61,31.0,19,113.0,7.01,4.38,3
OLB,72,238,4.67,29.5,26,118.0,7.26,4.38,8
DT,76,347,5.32,23.0,32,104.0,8.07,4.95,5
RB,71,228,4.52,31.0,17,112.0,7.2,4.34,6
DE,74,249,4.9,29.5,24,108.0,7.03,4.23,8
OT,78,322,5.55,22.5,27,102.0,7.8,4.73,1
S,71,192,4.59,29.0,19,111.0,6.94,4.44,8
RB,71,224,4.47,34.0,19,125.0,6.96,4.29,6
S,74,212,4.48,32.5,19,121.0,6.97,4.27,1
WR,71,189,4.7,32.5,12,114.0,7.04,4.4,8
C,75,301,4.99,25.0,29,110.0,7.49,4.47,2
OT,79,312,5.3,26.0,24,112.0,7.71,4.86,8
CB,71,188,4.37,34.0,18,123.0,7.2,4.07,2
DT,74,292,5.1,22.5,23,108.0,7.78,4.87,5
DT,75,301,5.09,25.5,28,100.0,7.7,4.65,5
WR,75,224,4.5,28.5,19,117.0,6.95,4.29,8
OG,77,315,5.16,25.5,28,108.0,8.01,5.14,2
OG,76,301,5.33,23.0,21,108.0,7.47,4.53,8
WR,69,201,4.48,34.5,20,130.0,6.88,4.32,8
RB,68,199,4.42,31.5,23,119.0,6.65,4.2,2
C,77,295,5.22,26.5,22,107.0,7.58,4.69,7
CB,71,194,4.64,35.8,14,114.0,7.01,4.36,8
OT,79,320,5.45,25.5,24,100.0,8.0,5.16,6
OG,77,320,5.42,28.5,26,106.0,7.84,4.56,3
WR,73,200,4.59,30.0,16,118.0,7.03,4.32,8
S,72,210,4.53,38.0,16,123.0,6.88,4.15,8
WR,71,202,4.69,27.5,16,115.0,7.31,4.77,6
CB,73,184,4.29,38.5,17,131.0,6.74,4.17,1
WR,70,184,4.39,36.0,24,124.0,7.07,4.34,2
DT,75,315,5.2,28.0,35,106.0,8.05,5.0,6
WR,74,220,4.59,33.0,23,122.0,7.11,4.35,8
TE,75,250,4.8,36.0,14,121.0,7.08,4.27,6
RB,68,187,4.53,32.5,13,117.0,6.94,4.17,8
CB,70,192,4.32,33.5,16,125.0,6.83,4.17,5
OT,78,332,5.36,20.5,28,98.0,7.9,4.79,7
WR,73,194,4.37,37.5,19,128.0,6.67,3.96,4
WR,74,199,4.42,37.5,16,136.0,7.08,4.52,2
RB,69,197,4.45,33.5,19,118.0,7.0,4.2,3
DE,73,264,5.06,27.5,24,105.0,7.52,4.73,8
QB,73,208,4.95,26.5,17,111.0,7.02,4.29,8
OLB,74,231,4.74,32.5,17,120.0,7.22,4.4,3
RB,73,217,4.53,32.0,18,120.0,6.74,4.49,3
WR,73,221,4.51,26.5,20,111.0,7.1,4.42,4
WR,72,187,4.59,35.0,15,119.0,7.15,4.5,8
C,77,317,5.47,22.5,27,104.0,7.9,4.92,8
TE,75,254,4.59,27.5,27,114.0,7.07,4.31,3
FB,73,230,4.66,39.0,30,134.0,7.12,4.5,8
RB,70,235,4.46,36.5,28,128.0,7.29,4.38,1
TE,76,268,4.78,25.0,17,110.0,6.86,4.36,8
C,75,301,5.35,30.0,21,103.0,7.62,4.55,6
CB,70,195,4.6,30.5,16,123.0,6.76,4.1,8
QB,73,221,4.78,32.0,18,108.0,7.14,4.33,8
CB,73,202,4.44,38.0,10,131.0,6.82,4.22,1
TE,75,236,4.58,30.0,18,109.0,6.99,4.27,4
CB,74,203,4.46,34.0,15,125.0,6.93,4.2,8
WR,74,216,4.41,28.0,18,126.0,7.15,4.26,2
OG,75,303,5.0,24.5,28,100.0,7.45,4.78,6
RB,72,213,4.59,30.0,21,116.0,7.06,4.26,5
CB,72,202,4.45,30.5,14,123.0,7.18,4.21,2
DE,76,264,4.75,32.0,25,117.0,6.97,4.23,4
RB,72,222,4.61,34.0,21,120.0,7.13,4.3,5
CB,69,189,4.59,32.0,13,114.0,6.94,4.17,6
CB,69,190,4.42,32.5,21,119.0,7.41,4.28,4
WR,77,232,4.59,30.0,16,115.0,7.07,4.44,7
CB,70,191,4.46,35.5,15,122.0,6.8,4.07,8
C,76,296,5.3,30.5,26,113.0,7.45,4.55,4
S,73,211,4.51,29.5,16,119.0,6.98,4.09,8
OLB,72,223,4.77,25.0,17,108.0,7.97,4.72,8
WR,73,213,4.52,32.0,20,113.0,6.96,4.33,8
CB,70,187,4.37,36.5,17,128.0,6.74,4.17,2
ILB,74,248,4.76,31.0,24,118.0,7.11,4.29,3
CB,69,185,4.38,33.5,20,119.0,6.9,4.15,4
OT,78,315,5.13,25.0,21,103.0,7.95,4.85,1
CB,69,186,4.43,35.5,19,121.0,6.91,4.15,4
ILB,73,238,4.86,29.5,26,113.0,7.24,4.37,5
S,71,207,4.61,28.0,17,112.0,7.02,4.32,8
OLB,72,227,4.51,30.0,19,118.0,7.15,4.25,8
QB,75,218,4.85,25.5,18,105.0,7.34,4.32,8
OT,75,303,4.99,26.5,35,107.0,7.59,4.54,3
OLB,74,218,4.73,31.5,15,117.0,6.78,4.15,8
CB,69,194,4.48,35.0,22,115.0,6.93,4.3,3
ILB,72,232,4.56,31.5,19,121.0,7.22,4.39,4
DE,75,272,4.77,29.5,18,102.0,7.56,4.51,1
DT,74,326,4.94,35.5,24,106.0,8.06,4.9,8
WR,78,229,4.51,33.5,17,118.0,7.05,4.26,3
CB,72,187,4.45,38.5,15,128.0,6.72,3.96,3
OLB,76,256,4.47,40.5,21,128.0,6.87,4.18,2
OT,78,307,5.06,33.5,27,107.0,7.62,4.77,2
ILB,72,242,4.63,26.5,23,110.0,7.39,4.5,8
OT,79,315,5.11,30.0,27,109.0,7.55,4.57,8
RB,71,212,4.74,34.5,15,114.0,6.87,4.2,8
DE,75,274,4.86,31.0,24,110.0,7.48,4.52,8
DT,75,285,4.95,31.5,24,109.0,7.5,4.78,8
QB,75,225,4.82,31.5,26,111.0,7.0,4.47,8
QB,74,225,4.7,34.2,25,106.0,6.91,4.06,5
OT,79,328,5.16,27.5,33,103.0,7.83,4.69,8
DT,75,330,5.48,28.0,32,99.0,8.15,4.73,2
QB,77,220,4.87,28.5,18,106.0,6.93,4.37,6
FB,74,247,4.55,35.0,22,109.0,7.29,4.4,8
OT,76,325,5.29,30.5,23,98.0,7.68,4.75,3
OG,76,321,5.26,35.5,34,108.0,7.75,4.72,8
ILB,74,252,4.67,35.5,26,114.0,7.03,4.32,5
WR,75,218,4.47,37.0,23,124.0,7.03,4.47,1
OT,78,309,5.14,28.5,24,100.0,7.87,4.91,2
TE,76,253,4.7,32.5,21,116.0,7.15,4.33,8
QB,73,219,4.86,30.5,18,106.0,7.43,4.44,8
RB,72,224,4.37,37.0,24,115.0,7.35,4.33,4
OLB,74,244,4.76,36.5,26,120.0,7.1,4.4,2
RB,70,210,4.46,41.5,17,125.0,6.93,4.1,1
DE,73,256,4.65,31.5,26,114.0,7.55,4.53,2
S,74,219,4.4,41.5,19,132.0,6.6,4.28,4
CB,69,192,4.58,35.5,22,118.0,6.68,4.25,5
CB,70,183,4.41,43.0,15,134.0,6.92,4.18,2
WR,70,182,4.31,34.5,12,118.0,7.01,4.48,3
OLB,74,248,4.72,33.0,24,113.0,7.21,4.4,4
OT,77,309,4.99,25.0,26,95.0,8.05,4.8,8
C,75,309,5.24,28.0,23,111.0,7.96,5.04,3
DE,76,265,4.99,31.9,22,109.0,6.93,4.28,8
QB,76,235,5.22,26.0,20,99.0,7.4,4.59,8
QB,74,218,4.89,29.0,11,100.0,7.25,4.47,8
FB,75,246,4.69,36.0,28,111.0,7.0,4.48,5
WR,72,200,4.47,33.5,16,115.0,6.9,4.26,8
S,71,212,4.49,34.0,25,119.0,7.07,4.26,2
S,72,208,4.33,37.5,19,127.0,7.27,4.38,5
RB,72,209,4.5,36.0,24,121.0,7.35,4.51,3
WR,73,200,4.53,34.0,17,120.0,6.78,4.24,4
S,70,197,4.57,35.0,18,116.0,6.98,4.2,8
